Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
merged_GO_Biological_Process_2021.gmt	RNA biosynthetic process (GO:0032774)	1/63	6.337756e-01	7.433702e-01	1.493286e+00	6.810285e-01	TERT
merged_GO_Biological_Process_2021.gmt	RNA export from nucleus (GO:0006405)	2/211	8.488515e-01	8.881641e-01	7.397095e-01	1.212170e-01	THOC6;MIR155HG
merged_GO_Biological_Process_2021.gmt	RNA interference (GO:0016246)	1/33	4.089339e-01	6.307978e-01	2.875492e+00	2.571270e+00	TERT
merged_GO_Biological_Process_2021.gmt	RNA metabolic process (GO:0016070)	1/265	9.856504e-01	9.876681e-01	3.497216e-01	5.054714e-03	MIR155HG
merged_GO_Biological_Process_2021.gmt	RNA phosphodiester bond hydrolysis (GO:0090501)	1/55	5.838874e-01	7.169991e-01	1.713086e+00	9.217212e-01	SERPINB9P1
merged_GO_Biological_Process_2021.gmt	RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)	1/29	3.700095e-01	6.108589e-01	3.279646e+00	3.260711e+00	SERPINB9P1
merged_GO_Biological_Process_2021.gmt	RNA processing (GO:0006396)	3/357	9.230726e-01	9.442927e-01	6.097532e-01	4.880915e-02	MIR155HG;MIF-AS1;ZRSR2
merged_GO_Biological_Process_2021.gmt	RNA splicing (GO:0008380)	1/195	9.557623e-01	9.652936e-01	4.770624e-01	2.158521e-02	ZRSR2
merged_GO_Biological_Process_2021.gmt	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	4/501	9.578479e-01	9.670675e-01	5.565995e-01	2.397067e-02	MIR155HG;MIF-AS1;ZRSR2;SNRNP70
merged_GO_Biological_Process_2021.gmt	RNA stabilization (GO:0043489)	1/65	6.452860e-01	7.532611e-01	1.446855e+00	6.338119e-01	MIF-AS1
merged_GO_Biological_Process_2021.gmt	RNA transport (GO:0050658)	1/151	9.103878e-01	9.342449e-01	6.177357e-01	5.799588e-02	THOC6
merged_GO_Biological_Process_2021.gmt	RNA-dependent DNA biosynthetic process (GO:0006278)	1/59	6.096254e-01	7.314011e-01	1.595672e+00	7.897147e-01	TERT
merged_GO_Biological_Process_2021.gmt	Rac protein signal transduction (GO:0016601)	2/37	1.156143e-01	5.640717e-01	4.398945e+00	9.490705e+00	MAPK4;MIR9-3HG
merged_GO_Biological_Process_2021.gmt	Ras protein signal transduction (GO:0007265)	7/283	1.624322e-01	5.640717e-01	1.699731e+00	3.089252e+00	MAPK4;RTKN;PLD1;SOS1;ARHGEF1;GAS6-AS1;KSR2
merged_GO_Biological_Process_2021.gmt	Rho protein signal transduction (GO:0007266)	3/111	2.562515e-01	5.747678e-01	2.014066e+00	2.742343e+00	RTKN;ARHGEF1;GAS6-AS1
merged_GO_Biological_Process_2021.gmt	SA node cell action potential (GO:0086015)	1/13	1.870242e-01	5.640717e-01	7.482845e+00	1.254512e+01	MAPK4
merged_GO_Biological_Process_2021.gmt	SA node cell to atrial cardiac muscle cell signaling (GO:0086018)	1/9	1.335342e-01	5.640717e-01	1.100612e+01	2.215969e+01	MAPK4
merged_GO_Biological_Process_2021.gmt	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	3/176	5.280235e-01	6.852872e-01	1.255909e+00	8.020420e-01	FBXO27;FBXW7;FBXO44
merged_GO_Biological_Process_2021.gmt	SMAD protein complex assembly (GO:0007183)	1/13	1.870242e-01	5.640717e-01	7.482845e+00	1.254512e+01	SMAD3
merged_GO_Biological_Process_2021.gmt	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	2/179	7.771963e-01	8.367395e-01	8.743021e-01	2.203786e-01	SEC61A1;MIF-AS1
merged_GO_Biological_Process_2021.gmt	SRP-dependent cotranslational protein targeting to membrane, translocation (GO:0006616)	1/9	1.335342e-01	5.640717e-01	1.100612e+01	2.215969e+01	SEC61A1
