pmcid	pmcidTitle	table	column	description	geneSetSize	nOverlap	oddsRatio	pvalue	adjPvalue	geneSetHash
PMC8247203	Repurposing FDA approved drugs as radiosensitizers for treating hypoxic prostate cancer	12894_2021_856_MOESM1_ESM.docx	0-Up-regulated_Genes_Good_Prognosis_HR_1_Quadratic_Down_genes_2	line experiments. Two separate gene lists were used in the QUADrATiC software generated from GSE2**1**  Additional file 1. Supplementary Table 1. GSE21032 hypoxia associated genes n = 103. Supplementary Table 2. TCGA hypoxia associated genes n = 66. Supplementary Table 3. GSE21032 hypoxia associated genes Affymetrix probe IDs. Supplementary Table 4. TCGA hypoxia associated genes Affymetrix probe IDs. Supplementary Table 5. The Z-scores for menadione and gemcitabine in the prostate cancer cell lines	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	f3f8da2a-14fb-5d0c-bebb-5087e9831ca0
PMC10940668	Genetic and molecular characterization of metabolic pathway-based clusters in esophageal squamous cell carcinoma	41598_2024_56391_MOESM2_ESM.xlsx	Table_S1-Unnamed_34		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	5da14d7a-9f86-58da-bccc-6fbd2fd5283b
PMC6859474	Activation and In Vivo Evolution of the MAIT Cell Transcriptome in Mice and Humans Reveals Tissue Repair Functionality	mmc6.xlsx	Human-Human_2	TNF-related ligand [GITRL], confirmed by flow cytometry. Expression of cytokine receptors is shown in **Table S5**  Table S5. Differentially Expressed Cytokine Receptors, Related to Table 1Genes associated with formation of T cell memory which are found to be differentially expressed in this dataset. Genes shown are censored at FDR p ≤ 0.05 and ordered by log fold change. CPM, Counts per million; FDR, false discovery rate; LR, likelihood ratio	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	b09bcb59-570e-5324-a576-9476120c52e5
PMC4317931	Tumor-suppressive microRNA-218 inhibits cancer cell migration and invasion via targeting of LASP1 in prostate cancer	cas0105-0802.nxml	Gene_symbol	assigned the downregulated genes to KEGG pathways using the GeneCodis program (http://genecodis.cnb.csic.es) as described previously.(12,1**5**)  Downregulated genes involved in focal adhesion pathway by si-LASP1 transfectant in PC3 cellssiLASP1 transfectantZYXCOL4A6LAMB2ERBB2ITGA3COL4A5TNXBCOL5A2SHC2AKT1LAMA4RAC3COL6A2COL5A1ITGB4LAMB1THBS3PPP1CB	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	234e7f27-8d87-5db1-8399-7d4058012af4
PMC7986895	A loss of mature microglial markers without immune activation in schizophrenia	GLIA-69-1251-s003.docx	2-Gene	important details regarding psychopathologic examination, population demographics, and main outcome variables could be retrieved (**Tables S5 and S11**)  Appendix S3. Tables  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	45936053-8e1c-511c-99c1-707a3737e0d1
PMC8723838	Weighted Gene Correlation Network Analysis Identifies Specific Functional Modules and Genes in Esophageal Cancer	JO2021-8223263.nxml	Unnamed_3	GSE38129 cohorts. As a result, 91 ESCA-specific DEGs were finally identified (Figure 4(a) and **Table 1**  The list of ESCA-specific DEGsBLMC1orf112AURKBFBXO5MYBL2CHEK1TFRCUBE2CCDKN3KIF20 AGINS2CENPFSTMN1EXO1DNMT1CDK1TPX2TOP2A	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	051bb69d-405a-56a3-adb3-ff586de31832
PMC11252539	Deciphering the heterogeneity of differentiating hPSC-derived corneal limbal stem cells through single-cell RNA sequencing	mmc1.pdf	1-Marker_gene		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	fe2b9598-73fb-5806-ac0b-0829e6eadc26
PMC11252539	Deciphering the heterogeneity of differentiating hPSC-derived corneal limbal stem cells through single-cell RNA sequencing	mmc3.pdf	7-Marker_gene		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	fe2b9598-73fb-5806-ac0b-0829e6eadc26
PMC10551667	Colorectal Cancer Organoid–Stroma Biobank Allows Subtype-Specific Assessment of Individualized Therapy Responses	cd-23-0050_supplementary_tables_1-12_suppst1.xlsx	Table_S12-Unnamed_1	Supplementary Table S1 shows the clinical data of the CRC organoid-stroma cohort. Supplementary Table S2 shows the inventory of available materials and molecular analyses. Supplementary Table S3 shows the selected variant types for whole exome analysis. Supplementary Table S4 summarizes the genetic characterization of CRC models. Supplementary Table S5 shows the classification according to the consensus molecular subtypes (CMS). Supplementary Table S6 shows classification according to the CRC intrinsic subtypes (CRIS). Supplementary Table S7 summarizes the functional data in mono- and co-cultures. Supplementary Table S8 shows drug sensitivity of CRC organoids in co-culture with autologous and heterologous fibroblasts. Supplementary Table S9 show the drug sensitivity in all biobank models in mono- and co-culture. Supplementary Table S10 shows the cell viability data of the chemogenomic library screens in resistant co-culture models. Supplementary Table S11 shows the identified drug sensitivity and resistance signatures. Supplementary Table S12 lists all antibodies and primer sequences used in this study  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	1399e452-01cf-5356-899f-f4bee60721c4
PMC4126654	Modeling Tumor-Host Interactions of Chronic Lymphocytic Leukemia in Xenografted Mice to Study Tumor Biology and Evaluate Targeted Therapy	NIHMS549954-supplement-2.docx	0-Gene_symbol		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	8c9143c5-972e-53ac-be8c-8b56d39b4b65
PMC7160301	A Genome-Wide Integrative Association Study of DNA Methylation and Gene Expression Data and Later Life Cognitive Functioning in Monozygotic Twins	Data_Sheet_1.xlsx	Sup_Table_10-Unnamed_19	al., 2008. Finally, a principle component analysis (PCA) of these data was performed (see **Supplementary Figure 1**)  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	67ecc079-5973-5c48-82a4-5df1c8fcf272
PMC9822106	An individualized causal framework for learning intercellular communication networks that define microenvironments of individual tumors	pcbi.1010761.s009.xlsx	Fib_GEMs-V5005	patterns of each immune GEM among the CD45+ cells (Figs 1 and S2 and **S1 Table**)  The top 50 genes of GEMs from immune, epithelial, endothelial, and fibroblast cells.(XLSX)  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	ea5ab0c9-739f-5316-aa6f-09161e61adde
PMC11952469	CytoPheno: Automated descriptive cell type naming in flow and mass cytometry	media-1.pdf	21-Matched_Marker		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	5541c121-361c-5c06-99ef-3067c4087fa0
PMC5799303	In vitro RNA-seq-based toxicogenomics assessment shows reduced biological effect of tobacco heating products when compared to cigarette smoke	41598_2018_19627_MOESM2_ESM.xls	25_Cell_Surface_Markers-ProbeID	5 and the full dataset for the 131 genesets is provided in Supplementary Table **S13**  Supplementary Table S13	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	576c6f4a-9a96-5824-8c7a-1e6442e80bc9
PMC5799303	In vitro RNA-seq-based toxicogenomics assessment shows reduced biological effect of tobacco heating products when compared to cigarette smoke	41598_2018_19627_MOESM2_ESM.xls	25_Cell_Surface_Markers-Symbol	5 and the full dataset for the 131 genesets is provided in Supplementary Table **S13**  Supplementary Table S13	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	576c6f4a-9a96-5824-8c7a-1e6442e80bc9
PMC3320042	Innate lymphoid cells promote lung tissue homeostasis following acute influenza virus infection	NIHMS322232-supplement-1.pdf	0-Unnamed_3	decline in lung function and lung immunopathology, were similar in immunocompetent and immunodeficient hosts (**Supplementary Fig. 1**)	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	6253b4c9-69b2-59dc-b7f3-9e852e8fdeb4
PMC8929255	Immunological barriers to haematopoietic stem cell gene therapy	41577_2022_Article_698.pdf	1-Affected_gene		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	f30966eb-73a2-5b6e-b5de-3413d5e7d409
PMC11070914	Resolving candidate genes of duck ovarian tissue transplantation via RNA-Seq and expression network analyses	mmc1.docx	4-Rank_methods_in_CytoHubba_1		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	af609f1c-0faf-5651-8ef3-32e965d1bc30
PMC9822106	An individualized causal framework for learning intercellular communication networks that define microenvironments of individual tumors	pcbi.1010761.s009.xlsx	Fib_GEMs-V348	patterns of each immune GEM among the CD45+ cells (Figs 1 and S2 and **S1 Table**)  The top 50 genes of GEMs from immune, epithelial, endothelial, and fibroblast cells.(XLSX)  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	673bdc69-4282-59db-907b-3199a55e437c
PMC6176506	PHLI-seq: constructing and visualizing cancer genomic maps in 3D by phenotype-based high-throughput laser-aided isolation and sequencing	13059_2018_1543_MOESM1_ESM.docx	1-NOTCH1	After determining the target cells, single shot of near-infrared laser (**1**)  Supplementary notes, supplementary figures, and supplementary tables. (DOCX 19232 kb)	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	f2f907a7-ba32-5d7a-992a-0e26c50086c8
PMC11368877	Global transcriptomic network analysis of the crosstalk between microbiota and cancer-related cells in the oral-gut-lung axis	Table3.xlsx	GCUPs-Integrin_binding		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	87bb806e-e18f-5704-8c32-d1db27ff4f57
PMC9325062	Gene Expression Profile of Stromal Factors in Cancer-Associated Fibroblasts from Prostate Cancer	diagnostics-12-01605.nxml	Factor	Mannheim, Germany. The custom-designed plates contained primers and probes specific for the factors analyzed (**Table 2**)  Stromal factor analyzed in cultured fibroblasts from patients with prostate cancer and BPHHormone ReceptorsARProteins Implicated in Stroma/Epithelium InteractionsCDH11CXCL12CXCL14FAPGrowth FactorsFGF7FGF10HGFFGF2PDGFBTGFβHSPA1AHSF1Proteins Implicated in InflammationIL6IL17RBNFkBSTAT3Proteins Implicated in InvasionMMP2MMP9MMP11	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	8d302b21-3002-5679-856c-cb87179e2f9b
PMC11368877	Global transcriptomic network analysis of the crosstalk between microbiota and cancer-related cells in the oral-gut-lung axis	Table2.xlsx	CCUPS-Cell_migration		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	592b6ca7-d0dd-5022-97de-39d2b0684821
PMC9847146	Sustained postconfluent culture of human mammary epithelial cells enriches for luminal and c-Kit+ subtypes	13058_2022_1595_MOESM9_ESM.xls	LEP_diverged_top200genes-Unnamed_3	in Table 5, and the breakdown of specific enrichments is shown in Additional file **9**  Additional file 9: Data 5. Gene ontology analysis, Related to Figure 3. Contains details of gene ontology analysis. All gene hits considered converged or diverged from primary tissue are listed here, as per the methodology described in the Methods. The specific genes found in each of the putative gene sets as well as the full report from geneontology.org	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	5b56d99a-0e79-5933-9528-ee2f70a8696b
PMC6788726	Dynamic edge-based biomarker non-invasively predicts hepatocellular carcinoma with hepatitis B virus infection for individual patients based on blood testing	supplementary_tables_mjz025.xlsx	Table_S8-Table_S8_The_top_19_significantly_altered_genes_according_to_their_degrees	Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	e6f6f03b-3886-553b-a26b-c1c5a5dbe7a2
PMC9168240	Prognostic Features of the Tumor Immune Microenvironment in Glioma and Their Clinical Applications: Analysis of Multiple Cohorts	Table_1.xls	Sheet1-Unnamed_118	from the work of Olah et al. (18) More detailed information is listed in **Table S1**  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	b1d3a051-ab04-5afe-adbd-1938b651b926
PMC11222426	NF-κB inhibitor alpha controls SARS-CoV-2 infection in ACE2-overexpressing human airway organoids	41598_2024_66003_MOESM1_ESM.docx	0-Epsilon		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	bc7024c4-bd46-542a-80b3-be1457428542
PMC10570087	A single‐cell atlas of bovine skeletal muscle reveals mechanisms regulating intramuscular adipogenesis and fibrogenesis	JCSM-14-2152-s005.xlsx	Others_to_FAPs-pathway_name_x	various interactions between major cell types, many of which involved FAPs (Figures 2A and **S2**)  Table S2. Comparison of cell–cell communications involving FAPs between Wagyu and Brahman  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	2fed395f-ee04-5505-93df-295a76a1631d
PMC3896835	CpG sites associated with NRP1, NRXN2 and miR-29b-2 are hypomethylated in monocytes during ageing	1742-4933-11-1.nxml	Gene	females and 4 males and eight elderly healthy volunteers (age range 77–78 years, mean 77.**1**)  Differentially methylated sites in young versus old monocyte cell populationsmiR-29b-2 * *NRP1NRXN2RASSF5PAK6IGSF11PDLIM4PDZD2CHMP4CASPAPTPRN2STXBP5NWD1GAKMKLN1PRM1OTUD7ACADPS2IGSF9B	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	3b60c261-9c21-5769-a21c-5db45bb269e6
PMC10313451	The antidepressant imipramine inhibits breast cancer growth by targeting estrogen receptor signaling and DNA repair events	NIHMS1821833-supplement-Supplementary_Material.pdf	80-Gene	values < 0.05. Differentially expressed genes in MDA-231 and MCF7 cells are listed in **Supplementary Tables S1**	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	38fb0b90-60a1-5cc9-a0d4-f47f197248d1
PMC12130460	Atlas of Proteomic signatures of brain structure and its links to brain disorders	41467_2025_60185_MOESM3_ESM.xlsx	DataS21-proteinDiseaseMR_5e-8-Forward_MR_analysis_results_protein_to_disease		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	34886c1a-1580-5493-9232-eeca9ba61125
PMC12130460	Atlas of Proteomic signatures of brain structure and its links to brain disorders	41467_2025_60185_MOESM3_ESM.xlsx	DataS22-Pleiotropy_assessment-Pleiotropy_assessment_for_the_significant_results_of_forward_MR_analyses_protein_to_disease		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	34886c1a-1580-5493-9232-eeca9ba61125
PMC4888020	Inhibition of the long non-coding RNA MALAT1 suppresses tumorigenicity and induces apoptosis in the human ovarian cancer SKOV3 cell line	ol-11-06-3686.nxml	Gene_symbol	associated with cell proliferation, metastasis and apoptosis, were selected for validation. As shown in **Table III**  Deregulated genes in metastasis-associated lung adenocarcinoma transcript 1-knockdown cells compared with negative control cellsWISP2MUC16ZEB2MMP2MMP11VEGFAPGFH19ERBB4SNAI2E2F8CDK2CDC20ADRA1BFGF1BAXFN1MTBPECT2	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	c9d9d686-a898-5eb1-8a59-0ca776b9cb06
PMC2729372	Genome-Wide Analysis of Histone H3 Lysine9 Modifications in Human Mesenchymal Stem Cell Osteogenic Differentiation	pone.0006792.s003.xls	Primers_for_ChIP_PCR-Primers_for_ChIP_PCR	the quality and the amount of total cDNA. The primer sequences are shown in **Table S1**  primers for real time PCR(0.02 MB XLS)  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	ff9f4a2a-4a58-5031-8a8b-19ad0e6dc7e9
PMC12214497	Examination of an iPSC model of human eye development reveals progressive emergence of critical embryonic cell types	41598_2025_6602_MOESM7_ESM.xlsx	Day_14_TFs-Unnamed_8		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	24fba889-0811-508f-b682-33ec21481ca1
PMC1779486	Gene expression signatures of morphologically normal breast tissue identify basal-like tumors	bcr1608.nxml	Gene_symbol	basal lamina, epithelial cell differentiation as well as epidermal growth factor receptor activity (Table **2**)  Selected tissue markers identified for normal stroma and normal epitheliumSFRP4AOC3PTGISTEKIGFBP7COL1A2WISP2FBN1CD36PPP1CBK03200PERPDDR1CDH1KRT14F11RKITKRTCAP3ELF5	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	e758c9ec-27d1-55c0-bd03-1da8d245f92a
PMC11868595	Safety, pharmacokinetics and efficacy of HA121-28 in patients with advanced solid tumors and RET fusion-positive non-small-cell lung cancer: a multicenter, open-label, single-arm phase 1/2 trial	41392_2025_2155_MOESM2_ESM.docx	10-Protein_Kinases		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	cfa9a5d5-5199-593b-8a60-ceb1c3ead509
PMC8814626	MIR100HG Regulates CALD1 Gene Expression by Targeting miR-142-5p to Affect the Progression of Bladder Cancer Cells in vitro, as Revealed by Transcriptome Sequencing	fmolb-08-793493.nxml	mRNA	Based on the filtering criteria (Padj value < 0.05 and |log**2**)  Top10 (up- and down-regulated) of differentially expressed mRNAs in bladder cancer and adjacent tissuesUp regulationUGT1A10EN1SULT1E1AC137834.1LHX5NXPH1RPS10-NUDT3PCDH20AC013470.2SCELDown regulationSCN11AC2orf40CDH19ATP1A2VITRBP4PCSK2XPNPEP2LRRC3BSCARA5	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	be576c71-55cf-5de2-80ec-9d509461df31
PMC3102668	Comparative Analyses by Sequencing of Transcriptomes during Skeletal Muscle Development between Pig Breeds Differing in Muscle Growth Rate and Fatness	pone.0019774.s018.xls	Table_S6_1-Unnamed_2	595 genes, probably related to muscle development, were identified by GO and pathway analysis (**Table S6**)  Distribution analysis of muscle developmental genes. (XLS)  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	db82a303-f16f-5113-94a2-10568c375e9f
PMC11368877	Global transcriptomic network analysis of the crosstalk between microbiota and cancer-related cells in the oral-gut-lung axis	Table3.xlsx	GCUPs-PI3K-Akt_signaling_pathway		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	1daa0162-ae8d-554d-8c12-166ab8e2e682
PMC8499695	Hyperprogressive Disease After Combined Anti-PD-L1 and Anti-CTLA-4 Immunotherapy for MSI-H/dMMR Gastric Cancer: A Case Report	Table_1.docx	0-Fusion_transcripts	deleterious mutation in TP53 gene (FusionPlex RNA CTL_V6, Archerdx; list of covered genes in **Supplementary Table 1**)  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	9dc32a37-e807-5258-a4e0-aa3c6aa372f9
PMC6058390	Single-cell transcriptome analysis of lineage diversity in high-grade glioma	13073_2018_567_MOESM1_ESM.docx	1-TYMS	The cell type labels are based on marker expression patterns shown in Additional file **1**  Supplementary figures and tables. (DOCX 17628 kb)	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	02e731be-dade-5d13-a69c-e763ce32bbc3
PMC10991377	SOX11/PRDX2 axis modulates redox homeostasis and chemoresistance in aggressive mantle cell lymphoma	41598_2024_58216_MOESM1_ESM.pdf	4-STAU2		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	56a69e15-4b18-5569-9b43-eeacd1b373a5
PMC11387492	Prevalence of germline variants in Brazilian pancreatic carcinoma patients	41598_2024_Article_71884.nxml	Table_3-Gene		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	c6a7f402-25cd-5054-b498-f04f7a60a004
PMC9988587	Loss of fatty acid binding protein 3 ameliorates lipopolysaccharide-induced inflammation and endothelial dysfunction	main.nxml	Validation_data	Our prime qPCR array data in FABP3-silenced versus scrambled control demonstrated a total of 1**5**  Top downregulated DE mRNAs in LPS-treated HUVECs transfected with scrambled-controls versus siFABP3Gene symbolMMP1CCL2SERPINE1SOD2CTBP2IL1BIL8IL6	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	6a18fc04-3134-549a-b58e-b5bc27c49123
PMC11178863	Single-cell and spatially resolved interactomics of tooth-associated keratinocytes in periodontitis	41467_2024_49037_MOESM5_ESM.xlsx	CellChat_Health_KC_adaptive-ligand		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	b5ab782f-4638-5e57-a51a-2286a23908a1
PMC7526716	Identification and Validation of an Immunological Expression-Based Prognostic Signature in Breast Cancer	Data_Sheet_6.XLSX	corResult-TF	as |correlation coefficient >0.4| and p < 0.001. As shown in Figure 3 and **Supplementary Tables 6**  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	8c3a77a5-68cc-5a04-ad42-cbd81e0dbb85
PMC5752532	Systematic assessment of cervical cancer initiation and progression uncovers genetic panels for deep learning-based early diagnosis and proposes novel diagnostic and prognostic biomarkers	oncotarget-08-109436-s004.xlsx	Cancer_vs_Normal-up-Oocyte_meiosis	amoebiasis pathway was the unique pathway in Cancer versus CIN group. Table 2 and **Supplementary File 3a and 3b**	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	48c8cf6d-e4fb-514d-b572-d671a372f89a
PMC6328607	Dickkopf-3 links HSF1 and YAP/TAZ signalling to control aggressive behaviours in cancer-associated fibroblasts	41467_2018_7987_MOESM5_ESM.xlsx	Gene-Sets-Unnamed_471	(Weighted), and Metric for ranking genes (t Test). Values represent the False Discovery Rate (-log**2**)  Supplementary Data 2	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	b9e5b0d2-cbbf-5616-a8e7-fbbd710826fe
PMC5754050	A novel prospective isolation of murine fetal liver progenitors to study in utero hematopoietic defects	pgen.1007127.s011.docx	0-Antibody	Details of FACS reagents and combinations used for each analysis are listed in **S2**  Details of flow cytometry reagents.(DOCX)  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	2d1e538a-17a5-5d4d-a361-63965bbac52b
PMC7672319	Wnt-induced, TRP53-mediated Cell Cycle Arrest of Precursors Underlies Interstitial Cell of Cajal Depletion During Aging	mmc4.xlsx	ApoptosisMSigDB62_ORdeath-HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_DN	Supplementary Table 4	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	5c20d01d-ab1c-5cd0-b57c-a9c1055dc27f
PMC4418598	Bariatric Surgery Induces Disruption in Inflammatory Signaling Pathways Mediated by Immune Cells in Adipose Tissue: A RNA-Seq Study	pone.0125718.s014.xlsx	darkmagenta-Unnamed_4	gene module membership, stability score and genes belonging to enriched categories are given in **S8 Table**  List of genes in the most stable modules.Each sheet of the Excel file corresponds to a different module.(XLSX)  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	b2d8ad4a-9325-5d2c-9438-d3bf23f1af27
PMC5391203	Angiopoietin-2 in white adipose tissue improves metabolic homeostasis through enhanced angiogenesis	elife-24071-supp1.docx	0-Protein	primer sequences in this study were validated in previous studies and are listed in **Supplementary file 1**  Primer sequences for qPCR.DOI: http://dx.doi.org/10.7554/eLife.24071.021	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	c714597c-6d8a-58a4-a281-69b1ffee4a0c
PMC9528698	Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies	NIHMS1835045-supplement-Supp_table_44_26.xlsx	control_RBM20-Gene		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	e2510f9e-7c38-5efd-b491-f823888f30ed
PMC3500160	Functional intronic polymorphisms: Buried treasure awaiting discovery within our genes	1479-7364-4-5-284.nxml	Gene	an intron splice enhancer or branchpoint site, or by activating a cryptic splice site [**1**]  Selected examples of in vitro characterised human functional intronic polymorphisms located more than ~30 bp from the nearest splice siteAGTR2BANK1CD244COL1A1CXCR3CYP2D6DRD2F2FGFR2FOXP3GFPT1GSK3BIRF4LTANLRP3SCG3THUSF1	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	7aacbf5c-778b-5834-ab8b-2cc17a570a3e
PMC11610310	A reactive oxygen species-related signature predicts the prognosis and immunosuppressive microenvironment in gliomas	YRER_A_2433396_SM3337.docx	2-Gene		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	62f504c1-4d3d-590c-af47-9b9d0e5e21ba
PMC4470057	Targeting PBK/TOPK decreases growth and survival of glioma initiating cells in vitro and attenuates tumor growth in vivo	12943_2015_398_MOESM7_ESM.xls	Gene_onthology_common_genes-Unnamed_6		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	78adbe98-efa5-5339-8586-4a32c024f123
PMC11808505	A single-cell transcriptome analysis reveals astrocyte heterogeneity and identifies CHI3L1 as a diagnostic biomarker in Parkinson's disease	mmc1.xlsx	Table_S8-Unnamed_2		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	728331f3-ca4f-5ceb-a3a1-f180bd9d9901
PMC5039226	Proteomics of Human Dendritic Cell Subsets Reveals Subset-Specific Surface Markers and Differential Inflammasome Function	mmc10.xlsx	CD16_low-Protein-Protein_Interaction_Network	performed a protein-protein interaction (PPI) analysis and a functional annotation (FA) analysis (Figure 3; **Table S9**)  Table S9. PPI and FA Analyses, Related to Figure 3	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	1f726319-f984-5093-9e3c-377f5f4757b0
PMC9595035	Entamoeba histolytica HM-1: IMSS gene expression profiling identifies key hub genes, potential biomarkers, and pathways in Amoebiasis infection: a systematic network meta-analysis	bsr-42-bsr20220191.nxml	Closeness_centrality	get drugs against five KHGs (JUN, PTGS2, FCGR3A, CCL2, and LRRK2) as listed in **Table 5**  Drugs for identified KHGsJUNPTGS2FCGR3ACCL2LRRK2	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	7be802f6-b530-5961-9953-84459dba45b4
PMC7044189	Lymphatic Programing and Specialization in Hybrid Vessels	fphys-11-00114.nxml	Endothelial_marker	been found to express the lymphatic markers VEGFR3, LYVE1, and CCL21, but not PROX1 (**Table 1**)  Expression pattern of hybrid vesselsPROX1LYVE1PDPNCCL21Integrin α9VEGFR3SOX18NRP2EndomucinCALCRLKLF4VE-CadherinVEGFR2FOXC2EPHB4CD31CD34TIE2PLVAPvWFVEGFR1Ephrin B2NRP1	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	c8754358-1491-5182-847f-2a078d08f070
PMC11157084	Novel prognostic biomarkers in nasopharyngeal carcinoma unveiled by mega-data bioinformatics analysis	DataSheet_1.csv	Unnamed_28		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	076b7185-246e-50dc-b191-0868db4e9645
PMC3123203	Large-scale analysis of expression signatures reveals hidden links among diverse cellular processes	1752-0509-5-87-S5.XLSX	Sheet2-Unnamed_14	in each sub-network and conducted enrichment analyses based on GO terms. See Additional File **5**  Additional File 5Genes shared by multiple gene sets in sub-networks  Click here for file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	fa45340b-a90f-5815-9a20-e8bc9222ced4
PMC10908016	Single-cell RNA sequencing reveals peripheral blood leukocyte responses to spinal cord injury in mice with humanised immune systems	12974_2024_3048_MOESM1_ESM.pdf	3-MHC_I		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	06135102-1f94-55a7-885b-7ef04d093516
PMC7015582	Gene expression and growth factor analysis in early nerve regeneration following segmental nerve defect reconstruction with a mesenchymal stromal cell-enhanced decellularized nerve allograft	gox-8-e2579.nxml	Gene_ID	III (Invitrogen). Resulting cDNA libraries were analyzed by quantitative real-time reverse-transcriptase polymerase chain reaction (C**1**)  mRNA Primer SequencesGAPDHNGFGDNFPTNGAP43VEGFAPECAM1/CD31MPZPMP22MBPCOL1A1COL3A1LAMB2FBLN1CASP3EGR1SOX2CCNB2FABP4	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	f2ae4574-14fa-5420-bd63-c34a449ffd0a
PMC11772204	Immunometabolic alterations in type 2 diabetes mellitus revealed by single-cell RNA sequencing: insights into subtypes and therapeutic targets	DataSheet2.csv	pathway_name		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	11a44c93-b95d-52bb-adc2-796958328095
PMC11046969	Single-nucleus transcriptomics of epicardial adipose tissue from female pigs reveals effects of exercise training on resident innate and adaptive immune cells	12964_2024_1587_MOESM13_ESM.xlsx	CellChat_Ex-ligand		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	27278c39-1f6c-56c6-8a89-7dd7a6076039
PMC11481653	Integrative analysis of the efficacy and pharmacological mechanism of Xuefu Zhuyu decoction in idiopathic pulmonary fibrosis via evidence-based medicine, bioinformatics, and experimental verification	mmc33.pdf	31-BCL2		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	5d889981-882d-5c05-9cfd-84823be3d032
