id,x,y,text,name
938,68.1,3.949561285972541,"Sample 938 
              Patient: N0_54T_r 
              Expression: 3.949561285972541
            ",PRIMARY
939,81.96,3.7639621131709644,"Sample 939 
              Patient: N0_74T 
              Expression: 3.7639621131709644
            ",PRIMARY
940,64.8,3.9299998275010752,"Sample 940 
              Patient: N0_70T 
              Expression: 3.9299998275010752
            ",PRIMARY
941,105.25,3.656203183294079,"Sample 941 
              Patient: N0_144T 
              Expression: 3.656203183294079
            ",PRIMARY
942,69.42,4.552886645399048,"Sample 942 
              Patient: N0_153T 
              Expression: 4.552886645399048
            ",PRIMARY
943,128.95,2.019049713932718,"Sample 943 
              Patient: N0_170T_r 
              Expression: 2.019049713932718
            ",PRIMARY
944,68.54,3.749183459533653,"Sample 944 
              Patient: N0_172T 
              Expression: 3.749183459533653
            ",PRIMARY
945,81.85,4.260985760433976,"Sample 945 
              Patient: N0_179T 
              Expression: 4.260985760433976
            ",PRIMARY
946,60.39,4.339506773892551,"Sample 946 
              Patient: N0_182T 
              Expression: 4.339506773892551
            ",PRIMARY
947,66.28,3.696893040282741,"Sample 947 
              Patient: N0_185T 
              Expression: 3.696893040282741
            ",PRIMARY
948,63.97,4.119222982289419,"Sample 948 
              Patient: N0_186T 
              Expression: 4.119222982289419
            ",PRIMARY
949,82.57,4.232221446894245,"Sample 949 
              Patient: N0_190T 
              Expression: 4.232221446894245
            ",PRIMARY
950,108.83,2.983610030476733,"Sample 950 
              Patient: N0_5T_r 
              Expression: 2.983610030476733
            ",PRIMARY
951,95.49,3.1894515443378806,"Sample 951 
              Patient: N0_143T 
              Expression: 3.1894515443378806
            ",PRIMARY
993,97.66,3.837322950088373,"Sample 993 
              Patient: GSM3409968 
              Expression: 3.837322950088373
            ",PRIMARY
994,97.94,4.0761888654088905,"Sample 994 
              Patient: GSM3409969 
              Expression: 4.0761888654088905
            ",PRIMARY
995,92.78,4.299474625099979,"Sample 995 
              Patient: GSM3409967 
              Expression: 4.299474625099979
            ",PRIMARY
996,91.87,4.808038485034847,"Sample 996 
              Patient: GSM3409966 
              Expression: 4.808038485034847
            ",PRIMARY
997,96.52,3.9425211789064276,"Sample 997 
              Patient: GSM3409970 
              Expression: 3.9425211789064276
            ",PRIMARY
998,81.71,4.342720248493456,"Sample 998 
              Patient: GSM3409972 
              Expression: 4.342720248493456
            ",PRIMARY
999,81.07,4.888677148329192,"Sample 999 
              Patient: GSM3409971 
              Expression: 4.888677148329192
            ",PRIMARY
1000,97.15,3.6769426324782457,"Sample 1000 
              Patient: GSM3409973 
              Expression: 3.6769426324782457
            ",PRIMARY
1001,105.63,4.654477158334185,"Sample 1001 
              Patient: GSM3409976 
              Expression: 4.654477158334185
            ",PRIMARY
1002,89.72,4.675675688827428,"Sample 1002 
              Patient: GSM3409975 
              Expression: 4.675675688827428
            ",PRIMARY
1003,85.36,3.4804029663437297,"Sample 1003 
              Patient: GSM3409977 
              Expression: 3.4804029663437297
            ",PRIMARY
1004,102.13,4.198804912159888,"Sample 1004 
              Patient: GSM3409978 
              Expression: 4.198804912159888
            ",PRIMARY
1005,121.67,3.6741215047434808,"Sample 1005 
              Patient: GSM3409979 
              Expression: 3.6741215047434808
            ",PRIMARY
1006,105.51,4.7644819298553776,"Sample 1006 
              Patient: GSM3409981 
              Expression: 4.7644819298553776
            ",PRIMARY
1007,103.52,3.592798913725857,"Sample 1007 
              Patient: GSM3409980 
              Expression: 3.592798913725857
            ",PRIMARY
1008,101.14,4.506257486545992,"Sample 1008 
              Patient: GSM3409984 
              Expression: 4.506257486545992
            ",PRIMARY
1009,124.7,2.176208714444172,"Sample 1009 
              Patient: GSM3409983 
              Expression: 2.176208714444172
            ",PRIMARY
