Feature,Importance
BCAT2,1.1423921539953307e-10
ADCY9,1.1413208209514989e-10
SMAD2,1.1403444696388533e-10
IMPA1,1.139481460489351e-10
LDHA,1.1321453805337932e-10
SLC22A3,1.1297728644295155e-10
IL17RC,1.1272092311882485e-10
ZNF705A,1.118329254969555e-10
RNF34,1.1136566483545652e-10
FOXO4,1.1046267860959209e-10
RNF43,1.104239869801638e-10
PRKCD,1.0947575853989175e-10
PDK3,1.092323807256506e-10
ZNF182,1.0859091056818135e-10
NUDT3,1.084338097384985e-10
KPNB1,1.0782227299264182e-10
HDAC2,1.0748971944594794e-10
HLX-AS1,1.0731122926271335e-10
BDH2,1.0730021069262791e-10
ABAT,1.0676929470444852e-10
TBXAS1,1.0676339923644834e-10
NECTIN1-DT,1.0616120273250074e-10
SLC15A2,1.0605032704168768e-10
ZNF503-AS2,1.0516933788520969e-10
SI,1.0512364865374158e-10
CSRP1-AS1,1.0512136708937978e-10
NEU1,1.0495447686294452e-10
LINC01852,1.0463589380279661e-10
KDM5B,1.0459928140218727e-10
DCXR,1.044335749709633e-10
WNK4,1.0439773371630185e-10
SLC18A1,1.0425985946173306e-10
ZNF624,1.0425019358608417e-10
HPRT1,1.0420067435208204e-10
ZSCAN32,1.0382703764746218e-10
SLC37A1,1.0360666306638538e-10
ZNF530,1.0323849556062321e-10
ZNF775,1.0321409178554286e-10
COX6C,1.0294673947034583e-10
UQCRB-AS1,1.0266455999494047e-10
ZNNT1,1.0253403503368255e-10
MCCC1,1.0240331369055658e-10
GALM,1.0230130789358292e-10
CA13,1.0209394018589731e-10
OCLN,1.0188553587484179e-10
DTX2P1-UPK3BP1-PMS2P11,1.0182897981473177e-10
PARP16,1.0173960513035901e-10
KCNJ11,1.0146784173389182e-10
SMAD4,1.0141556082887715e-10
AGAP2-AS1,1.008794624342595e-10
SCIRT,1.0024006964360832e-10
ZNF101,1.0023758216280772e-10
EDEM2,1.0007618652541066e-10
LINC02487,9.966464080955887e-11
ZNF263,9.951682373317496e-11
B3GALT4,9.933536491801187e-11
